paper_id,year,element_type,page_number,observed_font,normalized_font,font_size_pt,bold,alignment,line_spacing,first_line_indent,paragraph_spacing,position,visual_density,observation_source,confidence,notes
CUMCM-2025-B-B060,2025,page,14,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=14;roles=figure_or_table_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-B-B060,2025,page,25,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=25;roles=equation_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-B-B060,2025,page,27,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=27;roles=heading_or_body_candidate;equation_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-B-B060,2025,page,28,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=28;roles=figure_or_table_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-B-B060,2025,page,29,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=29;roles=heading_or_body_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-B-B060,2025,page,30,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=30;roles=figure_or_table_candidate;references_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-B-B060,2025,page,36,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=36;roles=typical_body,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-B-B060,2025,page,52,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=52;roles=references_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-B-B060,2025,page,70,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=70;roles=appendix_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-B-B060,2025,page,72,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=72;roles=last_page,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-B-B060,2025,title,1,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=title,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,abstract,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=abstract_label,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,abstract,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=abstract_body,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,keywords,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=keywords_label,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,keywords,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=keywords_body,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,heading_1,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=heading_1,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,heading_2,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=heading_2,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,heading_3,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=heading_3,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,heading_4,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=heading_4,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,body,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=body,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,figure_caption,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=figure_caption,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,table_caption,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=table_caption,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,table_body,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=table_body,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,equation,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=equation,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,equation_number,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=equation_number,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,references,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=reference_label,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,references,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=reference_body,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,appendix,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=appendix_title,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,appendix,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=appendix_heading,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,appendix,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=appendix_body,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,appendix,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=code,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-B-B060,2025,title,1,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,TRUE,CENTER,,,,centered upper-middle,SPARSE_WITH_LARGE_WHITESPACE,MANUAL_VISUAL_REVIEW,MEDIUM,Centered bold title observed on the first page; exact typeface and size not asserted.
CUMCM-2025-B-B060,2025,abstract,1,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,LABEL_ONLY,JUSTIFIED_OR_FULL,COMPACT_SINGLE_TO_1_5_LIKE,VISIBLE_OR_NOT_ASSERTED,,upper-middle,DENSE,MANUAL_VISUAL_REVIEW,MEDIUM,Bold 摘要 label followed by a dense Chinese abstract block; visual observation only.
CUMCM-2025-B-B060,2025,keywords,1,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,LABEL_ONLY,LEFT,,,,lower-body,SPARSE,MANUAL_VISUAL_REVIEW,MEDIUM,关键词 line observed near the end of the first-page abstract area.
CUMCM-2025-B-B060,2025,body,27,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,UNKNOWN,JUSTIFIED_OR_FULL,COMPACT_SINGLE_TO_1_5_LIKE,VISIBLE_FIRST_LINE_INDENT,COMPACT,main text block,MEDIUM_TO_DENSE,MANUAL_VISUAL_REVIEW,MEDIUM,"Numbered body text with narrow text block, visible paragraph indentation and compact academic spacing; exact Word settings not asserted."
CUMCM-2025-B-B060,2025,heading_1,27,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,TRUE,CENTER_OR_LEFT_BY_LEVEL,,,,heading line,SPARSE,MANUAL_VISUAL_REVIEW,MEDIUM,Numbered major headings and subordinate headings observed; exact size hierarchy not asserted.
CUMCM-2025-B-B060,2025,heading_2,27,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,TRUE,LEFT,,,,heading line,SPARSE,MANUAL_VISUAL_REVIEW,MEDIUM,Second-level numbered headings observed on representative body pages.
CUMCM-2025-B-B060,2025,figure,28,UNKNOWN,UNKNOWN_VISUAL,,UNKNOWN,CENTER,,,,body figure area,VISUAL_DENSE,MANUAL_VISUAL_REVIEW,MEDIUM,Figure/plot/diagram visibly present; captions are placed near or below the graphic and color is used in several samples.
CUMCM-2025-B-B060,2025,table,30,UNKNOWN,UNKNOWN_VISUAL,,UNKNOWN,CENTER,,,,body table area,VISUAL_DENSE,MANUAL_VISUAL_REVIEW,MEDIUM,"Table visibly present; bold top/bottom rules are common in the reviewed pages, but exact three-line border semantics are not asserted."
CUMCM-2025-B-B060,2025,equation,27,Chinese serif/math appearance (visual only),UNKNOWN_VISUAL,,UNKNOWN,CENTER,,,,body equation area,MEDIUM,MANUAL_VISUAL_REVIEW,MEDIUM,Centered display equation visibly present.
CUMCM-2025-B-B060,2025,equation_number,27,Chinese serif/math appearance (visual only),UNKNOWN_VISUAL,,UNKNOWN,RIGHT_OR_NEAR_RIGHT,,,,equation right edge,SPARSE,MANUAL_VISUAL_REVIEW,MEDIUM,Parenthesized equation number visibly aligned at or near the right edge of the equation line.
CUMCM-2025-B-B060,2025,references,30,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,UNKNOWN,LEFT,COMPACT_SINGLE_TO_1_5_LIKE,,,reference section,SPARSE_TO_MEDIUM,MANUAL_VISUAL_REVIEW,MEDIUM,参考文献 heading and numbered entries visibly present on the reviewed page.
CUMCM-2025-B-B060,2025,appendix,36,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,UNKNOWN,LEFT,COMPACT_SINGLE_TO_1_5_LIKE,,,appendix section,VISUAL_DENSE_OR_SPARSE,MANUAL_VISUAL_REVIEW,MEDIUM,附录/code or supporting-material section visibly present; code pages can be boxed and visually sparse at the end.
CUMCM-2025-B-B060,2025,header_footer,1,UNKNOWN,UNKNOWN_VISUAL,,UNKNOWN,CENTER,,,,bottom center,SPARSE,MANUAL_VISUAL_REVIEW,MEDIUM,Page number visibly present near the bottom center (PRESENT_TOP_RIGHT_AND_BOTTOM_CENTERED); persistent header/footer semantics are not asserted.
CUMCM-2025-B-B060,2025,visual_style,,UNKNOWN,UNKNOWN_VISUAL,,UNKNOWN,UNKNOWN,,,,whole-document,MEDIUM,MANUAL_VISUAL_REVIEW,MEDIUM,"A4 portrait white pages with generous outer whitespace, centered first-page title/abstract, numbered hierarchy, compact body, figures/tables/equations, and a source watermark visible across pages."
CUMCM-2025-C-C023,2025,page,1,KSPF1,SimSun/Song,54.0,False,CENTER,,,,page=1;roles=first_page;visual_dense;visual_sparse,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C023,2025,page,2,KSPF1,SimSun/Song,54.0,False,CENTER,,,,page=2;roles=front_matter_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C023,2025,page,3,KSPF1,SimSun/Song,54.0,False,CENTER,,,,page=3;roles=heading_or_body_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C023,2025,page,24,KSPF1,SimSun/Song,54.0,False,CENTER,,,,page=24;roles=figure_or_table_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C023,2025,page,43,KSPF1,SimSun/Song,54.0,False,CENTER,,,,page=43;roles=equation_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C023,2025,page,61,KSPF1,SimSun/Song,54.0,False,CENTER,,,,page=61;roles=typical_body,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C023,2025,page,88,KSPF1,SimSun/Song,54.0,False,CENTER,,,,page=88;roles=references_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C023,2025,page,120,KSPF1,SimSun/Song,54.0,False,CENTER,,,,page=120;roles=appendix_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C023,2025,page,122,KSPF1,SimSun/Song,54.0,False,CENTER,,,,page=122;roles=last_page,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C023,2025,title,1,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=title,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,abstract,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=abstract_label,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,abstract,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=abstract_body,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,keywords,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=keywords_label,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,keywords,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=keywords_body,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,heading_1,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=heading_1,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,heading_2,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=heading_2,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,heading_3,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=heading_3,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,heading_4,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=heading_4,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,body,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=body,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,figure_caption,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=figure_caption,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,table_caption,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=table_caption,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,table_body,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=table_body,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,equation,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=equation,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,equation_number,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=equation_number,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,references,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=reference_label,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,references,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=reference_body,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,appendix,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=appendix_title,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,appendix,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=appendix_heading,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,appendix,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=appendix_body,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,appendix,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,component=code,UNKNOWN,POSITION_AND_FONT_METADATA,UNKNOWN,"PDF text positions/font resources; OCR not run. Empty component means UNKNOWN, not absence."
CUMCM-2025-C-C023,2025,title,1,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,TRUE,CENTER,,,,centered upper-middle,SPARSE_WITH_LARGE_WHITESPACE,MANUAL_VISUAL_REVIEW,MEDIUM,Centered bold title observed on the first page; exact typeface and size not asserted.
CUMCM-2025-C-C023,2025,abstract,1,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,LABEL_ONLY,JUSTIFIED_OR_FULL,COMPACT_SINGLE_TO_1_5_LIKE,VISIBLE_OR_NOT_ASSERTED,,upper-middle,DENSE,MANUAL_VISUAL_REVIEW,MEDIUM,Bold 摘要 label followed by a dense Chinese abstract block; visual observation only.
CUMCM-2025-C-C023,2025,keywords,1,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,LABEL_ONLY,LEFT,,,,lower-body,SPARSE,MANUAL_VISUAL_REVIEW,MEDIUM,关键词 line observed near the end of the first-page abstract area.
CUMCM-2025-C-C023,2025,body,3,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,UNKNOWN,JUSTIFIED_OR_FULL,COMPACT_SINGLE_TO_1_5_LIKE,VISIBLE_FIRST_LINE_INDENT,COMPACT,main text block,MEDIUM_TO_DENSE,MANUAL_VISUAL_REVIEW,MEDIUM,"Numbered body text with narrow text block, visible paragraph indentation and compact academic spacing; exact Word settings not asserted."
CUMCM-2025-C-C023,2025,heading_1,3,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,TRUE,CENTER_OR_LEFT_BY_LEVEL,,,,heading line,SPARSE,MANUAL_VISUAL_REVIEW,MEDIUM,Numbered major headings and subordinate headings observed; exact size hierarchy not asserted.
CUMCM-2025-C-C023,2025,heading_2,3,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,TRUE,LEFT,,,,heading line,SPARSE,MANUAL_VISUAL_REVIEW,MEDIUM,Second-level numbered headings observed on representative body pages.
CUMCM-2025-C-C023,2025,figure,2,UNKNOWN,UNKNOWN_VISUAL,,UNKNOWN,CENTER,,,,body figure area,VISUAL_DENSE,MANUAL_VISUAL_REVIEW,MEDIUM,Figure/plot/diagram visibly present; captions are placed near or below the graphic and color is used in several samples.
CUMCM-2025-C-C023,2025,references,24,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,UNKNOWN,LEFT,COMPACT_SINGLE_TO_1_5_LIKE,,,reference section,SPARSE_TO_MEDIUM,MANUAL_VISUAL_REVIEW,MEDIUM,参考文献 heading and numbered entries visibly present on the reviewed page.
CUMCM-2025-C-C023,2025,appendix,43,Chinese serif/Song-style appearance (visual only),UNKNOWN_VISUAL,,UNKNOWN,LEFT,COMPACT_SINGLE_TO_1_5_LIKE,,,appendix section,VISUAL_DENSE_OR_SPARSE,MANUAL_VISUAL_REVIEW,MEDIUM,附录/code or supporting-material section visibly present; code pages can be boxed and visually sparse at the end.
CUMCM-2025-C-C023,2025,header_footer,1,UNKNOWN,UNKNOWN_VISUAL,,UNKNOWN,CENTER,,,,bottom center,SPARSE,MANUAL_VISUAL_REVIEW,MEDIUM,Page number visibly present near the bottom center (PRESENT_BOTTOM_CENTERED); persistent header/footer semantics are not asserted.
CUMCM-2025-C-C023,2025,visual_style,,UNKNOWN,UNKNOWN_VISUAL,,UNKNOWN,UNKNOWN,,,,whole-document,MEDIUM,MANUAL_VISUAL_REVIEW,MEDIUM,"A4 portrait white pages with generous outer whitespace, centered first-page title/abstract, numbered hierarchy, compact body, figures/tables/equations, and a source watermark visible across pages."
CUMCM-2025-C-C132,2025,page,1,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=1;roles=first_page;visual_dense;visual_sparse,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C132,2025,page,2,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=2;roles=front_matter_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C132,2025,page,3,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=3;roles=heading_or_body_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C132,2025,page,13,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=13;roles=figure_or_table_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C132,2025,page,23,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=23;roles=equation_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C132,2025,page,33,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=33;roles=typical_body,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C132,2025,page,35,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=35;roles=heading_or_body_candidate;equation_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C132,2025,page,38,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=38;roles=heading_or_body_candidate;figure_or_table_candidate;equation_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C132,2025,page,39,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=39;roles=figure_or_table_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C132,2025,page,40,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=40;roles=references_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C132,2025,page,47,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=47;roles=references_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
CUMCM-2025-C-C132,2025,page,63,UNKNOWN,DengXian,,UNKNOWN,UNKNOWN,,,,page=63;roles=appendix_candidate,SPARSE,VISUAL_RENDER_PLUS_POSITION,MEDIUM,Rendered review page; dense/sparse is a visual-density proxy and was manually reviewed.
