relative_path,page,chars,words,images,drawings,flags,excerpt
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,12,836,165,1,0,,12 R = r11 r21 r31 r12 r22 r32 r13 r23 r33 ，T = T T T 可得到线性方程组 x = r11 ∗x + r12 ∗y + r13 ∗z + T x = r21 ∗x + r22 ∗y + r23 ∗z + T x = r31 ∗x + r32 ∗y + r33 ∗z + T 同时旋转矩阵R 为一正交矩阵，则有R
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,13,499,55,3,5,,13 图5 共线不变性检验原理 注：共线度取值在0 到1 之间，并且其值越接近0 说明线性度越好，反之则越差。 其表达式为： L = 1 −( P1P2 ⃗∗P1P3 ⃗ P1P2 ⃗ ∗ P1P3 ⃗ ) 由定理一可以知道，共线的三点在经过点投影式映射后所得的像点仍是共线 的。依据此原理，我们对所求得的圆心像坐标进行共线度检验，从而对该模型准 确程度进行评
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,14,712,77,3,31,,"14 上文提出了一种由基于切点切线结合关系保持不变的标靶像圆心坐标算法。 在定理一中，射影变换具有共线四点交比保持不变的性质，提出了一种运用交比 不变性的检验模型。 此处我们定义交比偏离度η 的概念，其定义式为： 交比偏离度= |标靶共线四点交比 映射像共线四点交比| 标靶共线四点交比 ∗100% 即 η = ( , ) ( , ) ( , ) ∗100% "
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,15,530,57,3,38,,"15 中重新构造四个共线点，计算多组交比偏离比。 另一种共线点取法： 图8 构造共线四点示意图 运用mathema ca 进行计算，解得 J(CF, GE) J(C F , G E ) η 3.33334 3.29667 1.14% 表6 由于特征点只有五个，取共线四点只有以上两种方法，但由问题一，可以求 得五个特征圆的切点，利用这些切点，可以构造足够多组数"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,16,1150,132,1,0,,16 图9 交比偏离比 由图9 数据，交比偏离度在1.15%左右波动，通过计算求得其期望为 E(η )=1.14%，且波动幅度不大，计算其方差为D(η )=0.095。 数据显示，运用交比偏离度验证像坐标的模型的方法具有精度高，可检验数 据数量多，波动性小的优点；但此方法数据计算量较大。 检验算法时间复杂度为O(n)，n 为图像点数。该算法时间复杂度主要取决
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,17,340,25,1,0,references,17 9. 参考文献 [1] 姜启源，谢金星，《数学模型（第三版）》，北京，高等教育出版社， 2005 [2] 郭启军，钱新恩，《线性模型下的摄像机标定》，湖北汽车工业学院学 报，22 卷第一期，P45，2008 [3] 张效栋，孙长库，《基于单一平面标靶的非共面点阵列建立方法》，科 学技术与工程，8 卷第八期，P1985，2008 [4] 吴毅红，视觉基础
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,18,370,37,2,73,appendix,"18 10. 附录 问题一基本算法流程图： 问题一“标靶像坐标切线切点算法”求出的切点坐标： 点 A B C D E 第一对切点 (-181,-235) (-198,-155) (-84,-228) (-102,-149) (133,-209) (114,-135) (77,86) (61,154) (-221,83) (-223,153) 第二对切点 (-"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,1,31,3,12,0,,数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,2,31,3,2,0,,数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,3,31,3,12,0,,数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,4,31,3,2,0,,数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,5,31,3,12,0,,数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,6,31,3,2,0,,数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,7,31,3,12,0,,数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,8,31,3,2,0,,数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,9,31,3,12,0,,数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,10,31,3,2,0,,数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,11,33,3,2,0,,数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,1,865,43,1,11,references,"1 2008 高教社杯全国大学生数学建模竞赛 承 诺 书 我们仔细阅读了中国大学生数学建模竞赛的竞赛规则. 我们完全明白，在竞赛开始后参赛队员不能以任何方式（包括电话、电子邮件、网 上咨询等）与队外的任何人（包括指导教师）研究、讨论与赛题有关的问题。 我们知道，抄袭别人的成果是违反竞赛规则的, 如果引用别人的成果或其他公开的 资料（包括网上查到的资料），必须"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,2,258,15,1,132,,2 2008 高教社杯全国大学生数学建模竞赛 编 号 专 用 页 赛区评阅编号（由赛区组委会评阅前进行编号）： 赛区评阅记录（可供赛区评阅时使用）： 全国统一编号（由赛区组委会送交全国前编号）： 全国评阅编号（由全国组委会评阅前进行编号）： 数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,3,1093,74,1,174,abstract,1 摘要 本文通过建立相机线性投影模型实现了数码相机双目标定中物像间坐标的转换，并 基于立体视觉中的相关理论对两相机的相对位置进行标定。 针对问题一，通过对所涉及的各坐标系间的转换关系的刻画，确定出物像间的投影 变换关系。基于传统的参数标定和自标定算法提出了相机参数优化标定算法，算法的整 体思想是：首先对相机内外参数进行近似估计，然后通过非线性优化，对待定参
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,4,4684,168,1,0,references|appendix,2 目录 一 问题重述与分析 .......................................................................................................... 3 问题重述 ...................................................
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,5,1165,53,1,0,,3 一 问题重述与分析 问题重述 数码相机定位在交通监管（电子警察）等方面有广泛的应用。所谓数码相机定位是 指用数码相机摄制物体的相片确定物体表面某些特征点的位置。最常用的定位方法是双 目定位，即用两部相机来定位。而针对双目定位，精确地确定两部相机的相对位置就是 关键，这一过程称为系统标定。 而进行系统标定时，所采用的一种做法是：在一块平板上画若干个点， 同
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,6,1015,94,1,97,,4 变的原因是：基于小孔成像原理，物平面上一线段经过小孔得到的投影直线在长度上将 发生一定程度上的伸缩，且靶标上一圆O 在两个不同方向上的直径 i j D D 、 经过一小孔(半 径忽略)投影到像平面上时，所发生的伸缩程度不同，从而导致投影曲面的形状发生了 改变，即由圆面转变成了一个形状待定的曲面。 圆心所成像点的位置分析 经过仔细分析，靶标上圆的圆心的投影
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,7,964,101,1,47,,5 为了避免复杂的透镜系统，我们采用线性的针孔模型来近似成像模型。在针孔相机 中，三维空间一个点的图像是从这个点出发的并经过针孔的光线与相机成像平面的交 点。在理想情况下，认为从该点发出的光线是理想的直线。用针孔模型来描述一般成像 系统是适合的。 在线性投影模型系统中，涉及到多个坐标系，包括图像坐标系，相机坐标系，世界 坐标系和像素坐标系等。标定实际上就是确
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,8,1523,303,1,4,,"6 此种情况下，实际系统采用小孔成像原理。设点 w w w p(x ,y ,z )为3 维世界坐标系中的 一点，假设客观场景中特征点均在镜头的前面。借助三角形相似关系，可以得出点 w w w p(x ,y ,z )与其在像平面的投影点 ' ' I(x ,y )的转换关系： ' w c w c x x x =f =f z z (1) ' w c w c y y"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,9,1330,194,1,3,,"7 式中像素坐标系采用了齐次坐标，s 表示像坐标系中u 轴相邻像素间的物理尺寸同 v 轴相邻像素间的物理尺寸之比，即纵横比，针对线性投影模型，一般近似取作1 [3]。( ) u,v 为某点在像素坐标系中的坐标， c c c (x ,y ,z ) 为该点在相机坐标系中的坐标，A 是一个3× 3 的矩阵，称为相机的内参数矩阵。在针孔模型中，相机内参数的定义如下："
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,10,1443,317,1,0,,8 2. 相机自标定算法 这类算法无需依赖于标定参照物，仅利用相机在运动过程中周围环境的图像以及图 像之间的对应关系进行标定。这类算法的灵活性好，不依赖于特定的环境，标定过程方 便。但是标定精度要明显差于传统的相机标定方法。 目前在自标定方面有如下的几类方法 [4]：利用本质矩阵和基本矩阵的相机标定方法， 利用绝对二次曲线和外极线变换性质的相机标定方法，利用
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,11,1205,220,1,4,,"9 T 12 T 11 22 v b=0 (v - v ) é ù ê ú ê ú ë û (14) 对应靶标中每个圆均有如式(14)的方程，设圆的个数为m，联立所有参考圆对应方 程可得 Vb=0 其中，V 为2m 6 ´ 的矩阵。 设 T T T T 1 2 3 x=[h ,h ,h ] ，式中 ih 为矩阵H 的第i 行向量，则可将式(10)改写为： T"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,12,998,159,1,35,,10 Step3. 对式(18)进行非线性优化，在追求误差D最小的前提下，确定出最优情形 对应的内外参数 Step4. 将已知的靶标上圆心坐标代入式(9)，得出其投影平面上的像坐标。算法结 束。 在上述算法流程中，Step2 和Step4 在模型中已经给出详细说明，下面着重针对其 他两个步骤进行具体阐释： Step1. 首先引入线性投影光学系统所具有的三个基
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,13,1019,92,2,0,,11 引理3. 靶标上两直线的交点对应的像点仍为这两条直线的共轭直线的交点。 基于以上得出的三个引理，特征点寻找方案为：分别在靶标图和投影图上作圆ABC、 圆CD、圆DE 的公切线，得出切点 A ' ' A B C C D E P P P P P P P 、 、 、 、 、 、 即为所需的特征点。 解读像平面上特征点所对应的像素坐标的具体方法为： 1. 画切
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,14,845,63,1,52,,"12 文献 [10]，N 通常取值5n-10n ,其中n 为变量的个数，Pc 通常取值0.1，F通常取0.5。在 本模型的中，相机内参数和外参数的变量个数为10，通过观察参数的不同设定值对目标 函数值的影响，这里设定种群规模N 为100，交叉概率Pc 为0.1，交叉因子F为0.1。 针对目标函数式(18)进行优化，即在得出相机的内参数和外参数初始估计值的前提"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,15,1003,126,2,117,,13 基于上述分析，将标定出的相机内外参数的估计值代入微分进化算法模型中作为初 值进行优化，借助mathematic 软件进行编程实现，经优化得出的相机内外参数值为： 旋转矩阵 0.15684 0.109208 -0.98146 0.117687 0.080769 -0.14898 0.4777 -0.33585 0.120583 R æ ö ç ÷ = ç
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,16,1309,159,1,157,,14 2. 圆心的共轭像点位置的准确性检验 通过分析发现靶标上各圆圆心所成的像点近似位于对应圆的共轭曲面的中心，结合 上图，发现圆心像点与对应圆的共轭曲面的中心存在一定偏差，但是偏差不是很大，整 体上可以接受，这在一定程度上可以论证出模型的合理性。 通过对结果的检验，上述参数标定算法能够达到较高的精度，并且标定过程简便易 行，可以避免传统算法的较大的计算复杂
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,17,1849,322,1,200,,15 结合上表，不难发现在不同的噪声水平下， u v f f 、 的非线性优化值与实际值的相对 误差比较小，可以控制在2%以内，从而说明模型的抗干扰能力较好，并在一定程度上验 证了模型的精确性。 综合以上三步检验，我们有理由相信该模型的稳定性、抗干扰能力和精确性均较好， 模型是高效实用的。 4.3.2 随机噪声检验 对在问题二求解时，首先在靶标上选取了七个特
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,18,68,4,7,0,,16 数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,19,399,18,6,0,references,17 图6、正态白噪声检验各参数偏差图 纵观以上各图可以总结出以下结论： 结论1. 实际情况下，噪声水平越大所引起的偏差应该越大。而模拟实验中通过引 入不同水平下的正态白噪声，优化出内外参数的具体值随σ 的增大而增加，说明白噪声 的波动水平越大，引起的偏差越大，整体上近似呈现出线性递增的变化趋势，且变化具 有一定的连续性，没有出现尖点、突变的情况，从而论证出
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,20,607,30,5,0,,"18 噪声替代正态白噪声，观察对结果的影响，具体的均匀噪声设计策略为：对各像点的横 纵像素坐标同时加入噪声(像素),噪声水平在0 到2 区间内均匀选取，以0.2 为步长逐 步增大，绘制出各参数关于无噪声情形下优化值的相对偏差图如下： 图 7、均匀噪声检验各参数偏差图 注：仅给出了部分参数的相对误差以说明问题，未给出的参数相应的数据具有相似的规律，这 里不予赘"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,21,1509,250,1,387,,19 表 4、不同特征点个数下优化结果 参数 点数 13 个特征点 7 个特征点 4 个特征点 均值 方差 X/（度） 79.01 78.99 79.02 79.01 0.0153 Y/（度） 34.81 34.8 34.83 34.81 0.0153 Z/（度） -51.11 -51.04 -51.09 -51.08 0.0361 t 1/（mm） 0.0
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,22,1348,296,1,8,,"20 则由线性投影模型可知，当物点与其对应的像点已知时，可以通过一个非线性最优 化过程，得到旋转矩阵 wr R 、 wl R ，和平移矩阵 wr T 、 wl T ,再由等式: ci wl wi wl P =R P +T · ci ' wr wi wr P =R P +T · 可得该点在两相机坐标系下的坐标分别为： i ci i i X P Y Z é ù "
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,23,1225,292,1,12,,21 方程时，k E · 也满足，因而独立的参数只有8 个。因此，一般而言，要求得E ，需要 至少知道8 组对应点。 4.4.1 基本矩阵的E求解 记 1 1 2 3 2 4 5 6 7 8 9 9 h h h h h E= h h h h= h h h h é ù æ ö ê ú ç ÷ ê ú ç ÷ ê ú ç ÷ ê ú è ø ë û  则可将基
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,24,1178,317,1,10,,"22 4.4.4 t 和k 符号的确定 首先在R, t 已确定的情况下，借助公式(22)(28)不难求出 1 3 i i i 31 i 32 i 33 11 i 12 i 13 t -t x ' Z = x '(r x +r y +r )-(r x +r y +r ) 或者 2 3 i i i 31 i 32 i 33 21 i 22 i 23 t -t y"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,25,1097,332,1,24,,23 左相机平面 右相机平面 特征点M mL mR oR oL 图8、双相机成像原理图 基本原理如上图所示，空间点M 和左相机光心 L O 构成一条直线，此直线在左相机 成像平面上唯一确定像点 L m 。同时右相机成像平面上的像点 R m 也有唯一确定。反之， 若两相机位置固定，则由左右两相机像点 L m 、 R m 可以唯一确定点M 的空间位置。 一个简单
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,26,1367,124,1,0,references,24 六 模型优缺点 模型的优点 1. 借助 ACDSee8.0 中简单的裁剪工具，读取像平面上各点像素，算法方便快捷。 2. 基于线性投影模型相关特性，在靶标上选取各圆的切点为特征点，为模型的求 解打下了坚实的数据基础。 3. 借用微分进化算法求解非线性优化，相对其他算法较为高效，鲁棒性较优。 4. 设计三种检验策略对模型的精度和稳定性进行论证，检验方法比
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,27,3320,63,1,0,appendix,"25 13-27] [14] 王栋等，利用图像畸变对称性实现相机中心位置标定，电子器件，第30 卷 第3 期：1004-1006，2007 年6 月 八 附录 Mathematic软件对微分进化算法的编程实现： NMinimize[{ (RandomNormal[328,0.2*2+0.2*2+0.2*2+0.2*2+0.2]-((fu*r11+u0*r31"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,1,960,38,1,0,abstract,数码相机定位 摘要 本文通过对靶标到像点的成像变换矩阵的研究，进行多次的改进确定一个最 优化问题：像坐标点产生两个收敛点、像坐标点与像平面对应点越接近，像坐标 点产生的两个收敛点的空间欧式距离就越近和标靶点与像平面点是一一对应这 三个特点的模型，对标靶点在像平面的像坐标进行搜索，以此找到靶标上圆的圆 心在像平面上的像坐标。 在模型一中我们给出了基于空间几何关
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,2,3286,81,1,0,abstract|references,目录 摘要................................................................................................................................................... 1 1. 问题分析 .................
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,3,922,88,1,0,,1. 问题分析 图像处理与图像分析问题是一个庞大的问题，数字图像表现出诸多的特征， 涉及到很多影响因素。照相机本身、照相机的空间位置，照相机与靶标的相对位 置都会影响到物体成像的形状。由于靶标在成像面的成像坐标的预测，关系到系 统标定的实现，因此，靶标上的点在成像平面的像坐标的确定十分重要。 为尽可能准确地、快速地预测靶标的成像坐标，须抓住靶标成像的特点，对
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,4,671,65,3,0,,"R—3*3 旋转矩阵。 r୧—矩阵R 中元素。(i=1..9) T— θ，Φ，Ψ—刚体转动中欧拉角 标系统： 世界坐标系统 ：以客观世界的绝对坐标表示三维场景，世界坐标 系中空间的一点W W W, ZW)。物平面与XW െYW面重合并且原点OW为 维空间的点在照像机坐标系中一点PC表示为 C, YC, ZC)。该坐标系的原点为数码照相机镜头的光学中心，ZC轴"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,5,609,50,4,11,,上的情况，也不存在某点在相平面不在该直线上城向后在成像直线上的情况。因 此可以推得像平面上两个闭合曲线的外公切线 物平面上对应物像两个圆的外 公切线的成像。且物平面两个闭合曲线外公切线的切点对应物像两个圆外公切线 图2 透镜成像图 在公切线切点直径交点上、所以成像的闭合曲线上的圆心投影在两 即 的切点的成像。 因为圆心O 条相应切点连线的交点上。 在图3 中
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,6,893,124,2,2,references,考虑通用成像模型，从物平面到像平面的成像变换需经过以下变换: 图4 变换流程 考虑刚体景物的情况，改成像变换可以表示为： 1）从世界坐标系统Ow-XwYwZw 到照相机坐标系统 Oc-XcYcZc 的变换。 由于存在刚 情 则 表 ൥ XC YC൩ൌR ൥ XW YW൩൅T 照相机坐标系统的外部参数。 为3*3 旋转矩阵，该矩阵实际上是两坐标系统三组对应坐标
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,7,958,108,1,6,,"可以解出s。然后可以根据下列步骤计算各个旋转和平移参数： 步骤一、设S=sଵ ଶ൅sଶ ଶ൅sଷ ଶ൅sସ ଶ,计算 T୷ ଶ= Sି√SమିସSଵSସିSଶSଷమ ଶሺୱଵୱସିୱଶୱଷሻమ ； 步骤二、设T୷ൌටT୷ଶ即取正的平方根，计算 （x,y）与图像 算 p୶ൌrଵX ൅rଶY+T୶； p୷ൌrସX ൅rହY+T୷； 的X 和Y。如果p୶和x 的符"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,8,789,106,2,10,,由此，我们给出了有已知的像点和与其不对应的物平面圆的圆心（利用五个 圆心的坐标），求出物平面圆的圆心在成像平面的对应像点的坐标的方法：在两 个坐标系统之间反复利用两级标定法和成像变换，求出稳定的两点的中点。 模型三：基于模型二考虑相机的模糊成像的变换模型： 题中所给的物距d，于是，我们利用物距d 代替焦距λ，并通过推倒成像变换的 由模型二的坐标系统理论，得到
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,9,1363,266,1,5,,拉角，称为进动角，这是绕Z 轴旋转的角；Z 和z 轴间的夹角Φ是第三个欧拉角， 称为章动角，这是绕节点旋转的角。 利用欧拉角可将旋转矩阵表示成θ，Φ，Ψ的函数如下： in θ in Ψ cos Φ ൅cos Ψ sin θ sin Φ cos Ψ cos Φ ൅sin Ψ sin θ sin Φ cos θ sin Φ Ψ sin θ cos Φ cos θ
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,10,1094,108,1,5,,"S.T. หሺxଵ "", yଵ ""ሻ, ሺxଶ "", yଶ ""ሻหൌටሺxଵ"" െxଶ""ሻଶ൅ሺy"" ଵെy"" ଶሻଶ ሺX୬, Y୬, Z୬ሻT ൌR୬ିଵכ ሺX୵୧, Y୵୧, Z୵୧ሻT ൅T୬ିଵ T； ሺxଵ "", yଵ ""ሻൌlim ୬՜∞൬Xଶ୬ିଵ Zଶ୬ିଵ , Yଶ୬ିଵ Zଶ୬ିଵ ൰ ； ሺxଶ "", yଶ ""ሻൌlim ୬՜∞൬X"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,11,1545,115,1,146,,"该算法可有效的避免在公切线切点坐标搜索中，误将内公切线当做外公切线 搜索出来的现象。只有分别以A,B 为轴时两直线同向旋转，得到的才是内公切线 与闭合曲线切点坐标。 依照以上算法用matlab 编程求得的切点坐标： 第一组 第二组 第三组 E (-66.4021,-56.0847) (-69.5767 -60.0529) (-70.3704 -62.6984"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,12,1121,100,1,32,,表三 模型二 步骤一、求闭合曲线内最大内切圆的圆心 假如实物所在的平面与相机坐标的z 轴垂直时，因凸透镜成像的原理，将会 在像平面上得到一个和实物大小成比例但形状相同的像，此时实物是五个圆，如 果相机坐标的z 轴与这五个圆所在的平面相垂直时，我们应该得到的是五个圆的 像，但此时我们得到的是 相机的镜头并没正对着这五个 实物圆所在的平面，而是有一定的倾斜。 我
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,13,1009,126,1,50,,步骤 极标 T 进 用 m T 分别 0.9 28 0.1 4 0.2 2 0.30 800 坐标对应的像坐标 应的像坐标算法：利用成像原理，对标靶圆心利用R 和 迭代过程中，像平面中的成像点收敛于两个点，求出 以上算法用matlab 求解像坐标为： 二、利用此圆心进行两 定法对变换矩阵R 和 行迭代求解 atlab 编程求得R 和 为： R=൥െ െ 82
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,14,638,74,2,29,,固定四个圆心，对剩下一个圆心周围的像素点进行网格法搜索，找出最优解， 从一个圆开始对五个圆反复进行。 2 3 4 5 1 6 7 8 9 图六网格法搜索最优解 到圆心不动时，便是所求的圆心的像坐标。 展 在以上模型中并没有考虑镜头径向失真（畸变）、不确定性图像尺度因子影 响下 的 响不大，不过进行光学测量时还是需要校正的，否则会产生较大的误差。从理论 上讲镜
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,15,959,95,1,37,,r=ඥx ൅yכଶ 其中， כଶ 式（1）和（2）中k=k 种近似简化的原因是实际中r 告辞项可以忽略，所 以可以步考虑kଶ等，仅考虑kଵ即可。 根据模型一、模型二、模型三分别可以求出了物平面上圆的圆心对应在像平面上 的像坐标。 第三题的回答： 检验模型方法：利用在投点的方法对模型进行再求解，较求解结果与已知结果。 具体方法：将 在正方形标靶 C 圆圆心30
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,16,450,83,2,18,,"图八 由上图的空间几何结构得到： Bଶൌ|T|ଶ൅|Tᇱ|ଶെ2 כ T · Tᇱ 2）分别利用XOZ 平面和YOZ 平面上的投影： 利用模型二，可以给出靶标中心点在两个相机的坐标系上坐标（x,y,z）和 ሺxᇱ, yᇱ, zᇱሻ。 利用几何图形，给出了如图的简化三角形模型， dଵൌ|Tଵ| 图九 由余弦定理，得到： ଶ B୶ൌቀZ ൅ඥdଶെxଶቁ൅ቀZ "
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,17,153,21,1,3,references,17 φ ൌ2Π െarccos y d െarccos yᇱ d ； 结合上述的两个正交平面的投影，得到： ଶ ଶ B ൌටB୶൅B୷ 8. 参考文献 [1]章毓晋，图像工程（上、中、下），北京：清华大学出版社，2006 数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《基于BP神经网络的我国高等教育学费模型研究》.pdf,1,913,51,1,0,abstract,1 基于BP 神经网络的我国高等教育学费模型研究 一、 摘要 本文分析和研究了我国高校本科生收费现状，提出了通过采用BP 神经网络算法建 立符合实际要求的模型，以此为参考，指导各个高校根据自身的实际 情况，制定合理 的收费标准，从而规范高校教育收费。收费模型的建立需要分析主要影响因素，这六个 主要影响因素分别是：生均教育成本、学校办学水平、专业差别、地域与经
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《基于BP神经网络的我国高等教育学费模型研究》.pdf,2,1294,41,1,0,abstract|references|appendix,2 目录 一、 摘要 .......................................................................................................................................... 1 二、 建模前的准备和相关原理介绍： ..........
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《基于BP神经网络的我国高等教育学费模型研究》.pdf,3,1485,58,1,0,,3 二、 建模前的准备和相关原理介绍： 1. 影响学费各主要因素及其构成要素分析： 1). 生均教育成本：生均教育成本即生均培养成本，指平均每名在校生所分担的教育 费用。由于生均教育成本的地域差距，故在选取样本数据时，按31 所高效所在省（直 辖市）区域获取高等教育运行生均经费的数据。另外，参照“在现阶段，高等学校学 费占年生均教育培养成本的比例最高不得超过
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《基于BP神经网络的我国高等教育学费模型研究》.pdf,4,991,132,1,402,appendix,4 其数值得出能够表达相应收费因素的实际数值，最终将其数字化。经过分析研究，这具 有通用性，并且应用此种方法，可以使因素数字化具有更强的容错性与兼容性，可以同 时综合分析所有对因素有影响与制约的方面，数据的可信度更高、更能全面反映实际情 况。 三、 高校教育收费模型的建立与求解： 1.各高校相应收费构成因素的统计与数字化： 1.1.收费构成因素的统计：（文中
