paper_id,year,problem,subject_type,artifact_eligible,eligibility_reason,evidence,review_status,primary_file,primary_extension
CUMCM-2008-A-009,2008,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,.pdf
CUMCM-2008-B-001,2008,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,.pdf
CUMCM-2008-B-002,2008,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨的最优化模型》.PDF,.pdf
CUMCM-2008-B-003,2008,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,.pdf
CUMCM-2008-B-004,2008,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准的探讨》.pdf,.pdf
CUMCM-2008-B-005,2008,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,.pdf
CUMCM-2008-B-006,2008,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《我国高等教育收费问题的探究》.pdf,.pdf
CUMCM-2008-B-007,2008,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,.pdf
CUMCM-2008-B-008,2008,B,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2008年数学建模国赛真题+优秀论文/2008年赛题/2008年国赛B题.doc,.doc
CUMCM-2008-B-009,2008,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (3).pdf,.pdf
CUMCM-2008-B-010,2008,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《基于BP神经网络的我国高等教育学费模型研究》.pdf,.pdf
CUMCM-2008-B-011,2008,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (2).pdf,.pdf
CUMCM-2008-B-012,2008,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费的优化模型》.pdf,.pdf
CUMCM-2008-B-013,2008,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准问题的研究》.pdf,.pdf
CUMCM-2008-B-014,2008,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《多因子影响下的高等教育学费模型》.pdf,.pdf
CUMCM-2008-C-001,2008,C,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008C：《地面搜索的安排计划》.pdf,.pdf
CUMCM-2008-C-002,2008,C,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008C：《地面搜索最短耗时的计算》.pdf,.pdf
CUMCM-2008-C-003,2008,C,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2008年数学建模国赛真题+优秀论文/2008年赛题/2008年国赛C题.doc,.doc
CUMCM-2008-C-004,2008,C,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008C：《地面搜索的优化模型》.pdf,.pdf
CUMCM-2008-D-001,2008,D,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2008年数学建模国赛真题+优秀论文/2008年赛题/2008年国赛D题data_full.doc,.doc
CUMCM-2008-D-002,2008,D,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2008年数学建模国赛真题+优秀论文/2008年赛题/2008年国赛D题.doc,.doc
CUMCM-2008-D-003,2008,D,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》 (3).pdf,.pdf
CUMCM-2008-D-004,2008,D,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,.pdf
CUMCM-2008-D-005,2008,D,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》 (2).pdf,.pdf
CUMCM-2009-A-001,2009,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：制动器试验台的控制方法分析.pdf,.pdf
CUMCM-2009-A-002,2009,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：制动器试验台的控制方法分析 (2).pdf,.pdf
CUMCM-2009-A-003,2009,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：制动器试验台的计算机控制方法分析与设计.pdf,.pdf
CUMCM-2009-A-004,2009,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：制动器试验台混合电模拟控制方法分析.pdf,.pdf
CUMCM-2009-A-005,2009,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：制动机控制方法分析.pdf,.pdf
CUMCM-2009-A-006,2009,A,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2009年数学建模国赛真题+优秀论文/2009年赛题/2009年国赛A题.doc,.doc
CUMCM-2009-A-007,2009,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：联合制动器试验台电流控制方法的实现及改进.pdf,.pdf
CUMCM-2009-B-001,2009,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：制动器试验台的控制方法分析.pdf,.pdf
CUMCM-2009-B-002,2009,B,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2009年数学建模国赛真题+优秀论文/2009年赛题/2009年国赛B题.doc,.doc
CUMCM-2009-B-003,2009,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：基于蒙特卡洛模拟的眼科病床安排排队模型.pdf,.pdf
CUMCM-2009-B-004,2009,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：医院病床合理安排模型探讨.pdf,.pdf
CUMCM-2009-B-005,2009,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：基于排队论的病床安排模型的研究.pdf,.pdf
CUMCM-2009-B-006,2009,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：眼科病床的合理安排.pdf,.pdf
CUMCM-2009-B-007,2009,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：眼科病床合理安排问题的模型探讨.pdf,.pdf
CUMCM-2009-B-008,2009,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：眼科病床的合理安排模型.pdf,.pdf
CUMCM-2009-C-001,2009,C,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：卫星和飞船的跟踪测控 (2).pdf,.pdf
CUMCM-2009-C-002,2009,C,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：飞船的跟踪测控模型.pdf,.pdf
CUMCM-2009-C-003,2009,C,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：卫星和飞船的跟踪测控模型.pdf,.pdf
CUMCM-2009-C-004,2009,C,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：卫星和飞船的跟踪测控.pdf,.pdf
CUMCM-2009-C-005,2009,C,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2009年数学建模国赛真题+优秀论文/2009年赛题/2009年国赛C题.doc,.doc
CUMCM-2009-C-006,2009,C,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：关于对卫星和飞船跟踪的测控站分布.pdf,.pdf
CUMCM-2009-D-001,2009,D,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2009年数学建模国赛真题+优秀论文/2009年赛题/2009年国赛D题.doc,.doc
CUMCM-2009-D-002,2009,D,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009D：会议筹备的优化方案.pdf,.pdf
CUMCM-2009-D-003,2009,D,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009D：会议筹备优化模型.pdf,.pdf
CUMCM-2009-D-004,2009,D,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009D：会议筹备优化方案.pdf,.pdf
CUMCM-2009-D-005,2009,D,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009D：会议筹备方案的优化设计模型.pdf,.pdf
CUMCM-2010-A-001,2010,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：储油罐的变位识别与罐容表标定.pdf,.pdf
CUMCM-2010-A-002,2010,A,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2010年数学建模国赛真题+优秀论文/2010年赛题/2010年国赛A题.doc,.doc
CUMCM-2010-A-003,2010,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：倾斜卧式储油罐油量标定的实用方法.pdf,.pdf
CUMCM-2010-A-004,2010,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：储油罐的变位识别与罐容表标定 (3).pdf,.pdf
CUMCM-2010-A-005,2010,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：储油罐的变位识别与罐容表标定 (2).pdf,.pdf
CUMCM-2010-A-006,2010,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：基于数学建模的储油罐变形监测研究.pdf,.pdf
CUMCM-2010-A-007,2010,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：储油罐的变位识别与罐容表标定 (4).pdf,.pdf
CUMCM-2010-B-001,2010,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010B：上海世博会影响力的定量评估.pdf,.pdf
CUMCM-2010-B-002,2010,B,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2010年数学建模国赛真题+优秀论文/2010年赛题/2010年国赛B题.doc,.doc
CUMCM-2010-B-003,2010,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010B：对上海世博会文化影响力的定量评估.pdf,.pdf
CUMCM-2010-B-004,2010,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010B：世博会参观线路设计.pdf,.pdf
CUMCM-2010-B-005,2010,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010B：世博会对上海旅游业的影响研究.pdf,.pdf
CUMCM-2010-B-006,2010,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010B：上海世博会于文化方面影响力评估.pdf,.pdf
CUMCM-2010-C-001,2010,C,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010C：输油管的布置（2）.pdf,.pdf
CUMCM-2010-C-002,2010,C,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010C：输油管的布置.pdf,.pdf
CUMCM-2010-C-003,2010,C,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010C：输油管的布置模型.pdf,.pdf
CUMCM-2010-C-004,2010,C,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010C：输油管布置问题的优化模型.pdf,.pdf
CUMCM-2010-C-005,2010,C,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2010年数学建模国赛真题+优秀论文/2010年赛题/2010年国赛C题.doc,.doc
CUMCM-2010-D-001,2010,D,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010D：对学生宿舍设计方案的评价（1）.pdf,.pdf
CUMCM-2010-D-002,2010,D,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010D：对学生宿舍设计方案的评价 (2).pdf,.pdf
CUMCM-2010-D-003,2010,D,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2010年数学建模国赛真题+优秀论文/2010年赛题/2010年国赛D题.doc,.doc
CUMCM-2010-D-004,2010,D,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010D：对学生宿舍设计方案的评价.pdf,.pdf
CUMCM-2010-D-005,2010,D,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010D：学生宿舍设计方案的评价.pdf,.pdf
CUMCM-2011-A-001,2011,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（7）.pdf,.pdf
CUMCM-2011-A-002,2011,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（8）.pdf,.pdf
CUMCM-2011-A-003,2011,A,PAPER,1,Directory and filename semantics identify an award-paper research object; binary DOC content remains unextracted and therefore requires a future DOC contract,filename=2011A：城市表层土壤重金属污染分析（6）.doc; parent=2011年数学建模国赛真题+优秀论文/2011年优秀论文; membership and MF41 OLE audit,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（6）.doc,.doc
CUMCM-2011-A-004,2011,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（1）.pdf,.pdf
CUMCM-2011-A-005,2011,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（3）.pdf,.pdf
CUMCM-2011-A-006,2011,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（4）.pdf,.pdf
CUMCM-2011-A-007,2011,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（5）.pdf,.pdf
CUMCM-2011-A-008,2011,A,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2011年数学建模国赛真题+优秀论文/2011年赛题/2011年国赛A题.doc,.doc
CUMCM-2011-A-009,2011,A,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（2）.pdf,.pdf
CUMCM-2011-B-001,2011,B,SUPPORTING_MATERIAL,0,supporting material resolved from sibling and extension evidence,image/code/data members are not a formal paper body,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题一与问题三：路径分配示意图/二十三个平台时的分配图_问题三.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题一与问题三：路径分配示意图/二十个平台时的分配图_问题一.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题一与问题三：路径分配示意图/原始节点.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题一与问题三：路径分配示意图/带有新增节点图.jpg,
CUMCM-2011-B-002,2011,B,SUPPORTING_MATERIAL,0,supporting material resolved from sibling and extension evidence,image/code/data members are not a formal paper body,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题五：罪犯在各种不同速度下的围堵方案图/100.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题五：罪犯在各种不同速度下的围堵方案图/110.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题五：罪犯在各种不同速度下的围堵方案图/120.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题五：罪犯在各种不同速度下的围堵方案图/130.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题五：罪犯在各种不同速度下的围堵方案图/140.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题五：罪犯在各种不同速度下的围堵方案图/50.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题五：罪犯在各种不同速度下的围堵方案图/60.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题五：罪犯在各种不同速度下的围堵方案图/70.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题五：罪犯在各种不同速度下的围堵方案图/80.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题五：罪犯在各种不同速度下的围堵方案图/85.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题五：罪犯在各种不同速度下的围堵方案图/90.PNG;2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/问题五：罪犯在各种不同速度下的围堵方案图/双重包围方案.PNG,
CUMCM-2011-B-003,2011,B,PAPER,1,unique supported PDF sibling resolved source,one PDF member among the logical identity; non-PDF sibling retained as provenance,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/交巡警服务平台的设置与调度.pdf,.pdf
CUMCM-2011-B-004,2011,B,PAPER,1,paper directory signal,primary path is under an explicit paper/award-paper directory,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（1）.pdf,.pdf
CUMCM-2011-C-001,2011,C,PROBLEM_PACKAGE,0,problem-package path evidence,problem/attachment directory signal,PASS,2011年数学建模国赛真题+优秀论文/2011年赛题/2011年国赛C题.doc,.doc
CUMCM-2011-C-002,2011,C,PAPER,1,Directory and filename semantics identify an award-paper research object; binary DOC content remains unextracted and therefore requires a future DOC contract,filename=2011C：企业退休职工养老金制度的改革 (1).doc; parent=2011年数学建模国赛真题+优秀论文/2011年优秀论文; membership and MF41 OLE audit,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011C：企业退休职工养老金制度的改革 (1).doc,.doc
CUMCM-2011-C-003,2011,C,PAPER,1,Directory and filename semantics identify an award-paper research object; binary DOC content remains unextracted and therefore requires a future DOC contract,filename=2011C：企业退休职工养老金制度的改革 (2).doc; parent=2011年数学建模国赛真题+优秀论文/2011年优秀论文; membership and MF41 OLE audit,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011C：企业退休职工养老金制度的改革 (2).doc,.doc
CUMCM-2011-D-001,2011,D,PAPER,1,Directory and filename semantics identify an award-paper research object; binary DOC content remains unextracted and therefore requires a future DOC contract,filename=一类肠衣搭配优化问题.doc; parent=2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1); membership and MF41 OLE audit,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/一类肠衣搭配优化问题.doc,.doc
CUMCM-2011-D-002,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/规格3步骤23.lg4,.lg4
CUMCM-2011-D-003,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/三级降二级降级12.lg4,.lg4
CUMCM-2011-D-004,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/规格2步骤24.lg4,.lg4
CUMCM-2011-D-005,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/规格3步骤210.lg4,.lg4
CUMCM-2011-D-006,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/方案1规格1.lg4,.lg4
CUMCM-2011-D-007,2011,D,PAPER,1,Directory and filename semantics identify an award-paper research object; binary DOC content remains unextracted and therefore requires a future DOC contract,filename=2011D：天然肠衣搭配问题 (4).doc; parent=2011年数学建模国赛真题+优秀论文/2011年优秀论文; membership and MF41 OLE audit,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题 (4).doc,.doc
CUMCM-2011-D-008,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/三级降二级降级20.lg4,.lg4
CUMCM-2011-D-009,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/方案2规格3步骤2.lg4,.lg4
CUMCM-2011-D-010,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/降级12.lg4,.lg4
CUMCM-2011-D-011,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/规格3步骤2.lg4,.lg4
CUMCM-2011-D-012,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/三级降二级降级22.lg4,.lg4
CUMCM-2011-D-013,2011,D,PAPER,1,Directory and filename semantics identify an award-paper research object; binary DOC content remains unextracted and therefore requires a future DOC contract,filename=2011D：天然肠衣搭配问题 (2).doc; parent=2011年数学建模国赛真题+优秀论文/2011年优秀论文; membership and MF41 OLE audit,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题 (2).doc,.doc
CUMCM-2011-D-014,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/方案1规格2.lg4,.lg4
CUMCM-2011-D-015,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/规格3步骤27.lg4,.lg4
CUMCM-2011-D-016,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/方案2规格2步骤4.lg4,.lg4
CUMCM-2011-D-017,2011,D,SUPPORTING_MATERIAL,0,non-paper supporting/code/image member resolved ineligible,unsupported extension or supporting-material filename evidence,PASS,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/规格3步骤5.lg4,.lg4
