sample_order,paper_id,check_id,status,expected,actual,evidence
20,CUMCM-2008-C-004,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/20_CUMCM-2008-C-004
20,CUMCM-2008-C-004,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/20_CUMCM-2008-C-004
21,CUMCM-2022-E-E014,source_exists,PASS,1,1,2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文E题E014/8122239.jpg
21,CUMCM-2022-E-E014,source_sha_match,PASS,DFA068914E29070A744E23D89E0A2AF25027025A945BF5B8F9C04756FB00EAA8,DFA068914E29070A744E23D89E0A2AF25027025A945BF5B8F9C04756FB00EAA8,2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文E题E014/8122239.jpg
21,CUMCM-2022-E-E014,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
21,CUMCM-2022-E-E014,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
21,CUMCM-2022-E-E014,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
21,CUMCM-2022-E-E014,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
21,CUMCM-2022-E-E014,sample_pages_valid,PASS,1..24,"1,12,24",catalog/scale/g9_paper_index.csv
21,CUMCM-2022-E-E014,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/21_CUMCM-2022-E-E014
21,CUMCM-2022-E-E014,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/21_CUMCM-2022-E-E014
22,CUMCM-2021-C-C085,source_exists,PASS,1,1,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文C题-C085/C1.jpg
22,CUMCM-2021-C-C085,source_sha_match,PASS,24D7E77815731CDAD56457C691FB63EFD8A1ABD70A15FF6E9519549B6C008449,24D7E77815731CDAD56457C691FB63EFD8A1ABD70A15FF6E9519549B6C008449,2021年数学建模国赛真题+优秀论文/2021年国赛优秀论文C题-C085/C1.jpg
22,CUMCM-2021-C-C085,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
22,CUMCM-2021-C-C085,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
22,CUMCM-2021-C-C085,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
22,CUMCM-2021-C-C085,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
22,CUMCM-2021-C-C085,sample_pages_valid,PASS,1..56,"1,28,56",catalog/scale/g9_paper_index.csv
22,CUMCM-2021-C-C085,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/22_CUMCM-2021-C-C085
22,CUMCM-2021-C-C085,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/22_CUMCM-2021-C-C085
23,CUMCM-1992-A-003,source_exists,PASS,1,1,1992年数学建模国赛优秀论文/1992年A题优秀论文③ 关于非线性交调的频率设计的评注.pdf
23,CUMCM-1992-A-003,source_sha_match,PASS,F24E48AE1113A02C6ADCF3339392D8B2C9A1449BE1A64FB2DE3D8543A8066E12,F24E48AE1113A02C6ADCF3339392D8B2C9A1449BE1A64FB2DE3D8543A8066E12,1992年数学建模国赛优秀论文/1992年A题优秀论文③ 关于非线性交调的频率设计的评注.pdf
23,CUMCM-1992-A-003,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
23,CUMCM-1992-A-003,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
23,CUMCM-1992-A-003,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
23,CUMCM-1992-A-003,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
23,CUMCM-1992-A-003,sample_pages_valid,PASS,1..5,"1,3,5",catalog/scale/g9_paper_index.csv
23,CUMCM-1992-A-003,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/23_CUMCM-1992-A-003
23,CUMCM-1992-A-003,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/23_CUMCM-1992-A-003
24,CUMCM-1993-B-001,source_exists,PASS,1,1,1993年数学建模国赛真题+优秀论文/1993年国赛优秀论文/1993年B题优秀论文② 足球排名次问题.pdf
24,CUMCM-1993-B-001,source_sha_match,PASS,9754E4494E59EC79D460387BED3D9B8D8E2B915DCF9E192E7E1DD363F0086EDA,9754E4494E59EC79D460387BED3D9B8D8E2B915DCF9E192E7E1DD363F0086EDA,1993年数学建模国赛真题+优秀论文/1993年国赛优秀论文/1993年B题优秀论文② 足球排名次问题.pdf
24,CUMCM-1993-B-001,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
24,CUMCM-1993-B-001,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
24,CUMCM-1993-B-001,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
24,CUMCM-1993-B-001,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
24,CUMCM-1993-B-001,sample_pages_valid,PASS,1..2,"1,1,2",catalog/scale/g9_paper_index.csv
24,CUMCM-1993-B-001,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/24_CUMCM-1993-B-001
24,CUMCM-1993-B-001,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/24_CUMCM-1993-B-001
25,CUMCM-1996-B-001,source_exists,PASS,1,1,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996B：节水洗衣机问题数学建模及若干评注.pdf
25,CUMCM-1996-B-001,source_sha_match,PASS,6EF9201798BF3E216638A2B044038F05712CE4507B9E00192554895DC96D4278,6EF9201798BF3E216638A2B044038F05712CE4507B9E00192554895DC96D4278,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996B：节水洗衣机问题数学建模及若干评注.pdf
25,CUMCM-1996-B-001,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
25,CUMCM-1996-B-001,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
25,CUMCM-1996-B-001,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
25,CUMCM-1996-B-001,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
25,CUMCM-1996-B-001,sample_pages_valid,PASS,1..5,"1,3,5",catalog/scale/g9_paper_index.csv
25,CUMCM-1996-B-001,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/25_CUMCM-1996-B-001
25,CUMCM-1996-B-001,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/25_CUMCM-1996-B-001
26,CUMCM-1997-A-008,source_exists,PASS,1,1,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件的参数设计(1).pdf
26,CUMCM-1997-A-008,source_sha_match,PASS,7CE89B136265005FB597C7886D441E66504DB71F07101F0F67BC3B94C4543948,7CE89B136265005FB597C7886D441E66504DB71F07101F0F67BC3B94C4543948,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件的参数设计(1).pdf
26,CUMCM-1997-A-008,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
26,CUMCM-1997-A-008,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
26,CUMCM-1997-A-008,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
26,CUMCM-1997-A-008,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
26,CUMCM-1997-A-008,sample_pages_valid,PASS,1..5,"1,3,5",catalog/scale/g9_paper_index.csv
26,CUMCM-1997-A-008,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/26_CUMCM-1997-A-008
26,CUMCM-1997-A-008,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/26_CUMCM-1997-A-008
27,CUMCM-1998-A-007,source_exists,PASS,1,1,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：投资组合与模糊规划模型.pdf
27,CUMCM-1998-A-007,source_sha_match,PASS,9916DF219AE450DE559416FC928BC4DF0EE7FCB63B13887739C487F561D04B30,9916DF219AE450DE559416FC928BC4DF0EE7FCB63B13887739C487F561D04B30,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：投资组合与模糊规划模型.pdf
27,CUMCM-1998-A-007,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
27,CUMCM-1998-A-007,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
27,CUMCM-1998-A-007,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
27,CUMCM-1998-A-007,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
27,CUMCM-1998-A-007,sample_pages_valid,PASS,1..5,"1,3,5",catalog/scale/g9_paper_index.csv
27,CUMCM-1998-A-007,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/27_CUMCM-1998-A-007
27,CUMCM-1998-A-007,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/27_CUMCM-1998-A-007
28,CUMCM-2000-A-005,source_exists,PASS,1,1,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000A：DNA分类模型.pdf
28,CUMCM-2000-A-005,source_sha_match,PASS,FB22E1231902AA036AE4EA61EA9948CA636F2B780A29A5AD487B092251B25EA0,FB22E1231902AA036AE4EA61EA9948CA636F2B780A29A5AD487B092251B25EA0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000A：DNA分类模型.pdf
28,CUMCM-2000-A-005,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
28,CUMCM-2000-A-005,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
28,CUMCM-2000-A-005,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
28,CUMCM-2000-A-005,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
28,CUMCM-2000-A-005,sample_pages_valid,PASS,1..9,"1,5,9",catalog/scale/g9_paper_index.csv
28,CUMCM-2000-A-005,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/28_CUMCM-2000-A-005
28,CUMCM-2000-A-005,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/28_CUMCM-2000-A-005
29,CUMCM-2001-A-001,source_exists,PASS,1,1,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管切片的三维重建.pdf
29,CUMCM-2001-A-001,source_sha_match,PASS,1B2A5BE4A875E37494661432EA4FB9B0945500C9AF8D24CA374CDDE1C211AADB,1B2A5BE4A875E37494661432EA4FB9B0945500C9AF8D24CA374CDDE1C211AADB,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管切片的三维重建.pdf
29,CUMCM-2001-A-001,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
29,CUMCM-2001-A-001,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
29,CUMCM-2001-A-001,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
29,CUMCM-2001-A-001,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
29,CUMCM-2001-A-001,sample_pages_valid,PASS,1..6,"1,3,6",catalog/scale/g9_paper_index.csv
29,CUMCM-2001-A-001,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/29_CUMCM-2001-A-001
29,CUMCM-2001-A-001,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/29_CUMCM-2001-A-001
30,CUMCM-2002-B-005,source_exists,PASS,1,1,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票中的数学.pdf
30,CUMCM-2002-B-005,source_sha_match,PASS,FA279E682B35EA23D320073F6818B6DA538A4AE5BC86B6D86A0D384FE8E6A06F,FA279E682B35EA23D320073F6818B6DA538A4AE5BC86B6D86A0D384FE8E6A06F,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票中的数学.pdf
30,CUMCM-2002-B-005,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
30,CUMCM-2002-B-005,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
30,CUMCM-2002-B-005,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
30,CUMCM-2002-B-005,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
30,CUMCM-2002-B-005,sample_pages_valid,PASS,1..7,"1,4,7",catalog/scale/g9_paper_index.csv
30,CUMCM-2002-B-005,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/30_CUMCM-2002-B-005
30,CUMCM-2002-B-005,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/30_CUMCM-2002-B-005
