sample_order,paper_id,source_page,packet_page_role,source_path,source_sha256,formal_artifact_path,formal_artifact_sha256,formal_excerpt_path,formal_excerpt_sha256,render_path,render_sha256,render_width,render_height,render_dpi
14,CUMCM-2007-A-001,24,C,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型》 (3).pdf,88E3E71E000B6FF6DF5B4D0F47A7003C72698795524DBF97F78D4D7A97E7DB2E,derived/scale/papers/CUMCM-2007-A-001/paper.md,B1528F2EBA4BA48539DE1B6F0BD32C20EC358577E8B0E841E24563E04A40C30D,reports/scale/g11_targeted_visual_diagnostic/14_CUMCM-2007-A-001/page_C_formal_excerpt.txt,D74E9BB56BAFB7DB1E0B84E623A6BB92D2C3FF7AB01E3F0BDA3FE6ECF49C05C5,reports/scale/g11_targeted_visual_diagnostic/14_CUMCM-2007-A-001/page_C.png,6F66131082FA80112F803D6EEB17C8D088466AA8CD2EB8E13A812A154B2F70BD,1489,2105,180
15,CUMCM-2008-A-002,1,A,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,71D2F1578C19C361500DAEC8DF01DE19BA5BE94F862199D53FFA13228DB71637,derived/scale/papers/CUMCM-2008-A-002/paper.md,91909AF98ACD1C70122CAFB384AB8E68F927C0A2D3D0A97B3203A72B01315F36,reports/scale/g11_targeted_visual_diagnostic/15_CUMCM-2008-A-002/page_A_formal_excerpt.txt,53BB20FAC1B47A0E1A6A03323C22E0F4BC5ADC2070EE5C6E9BCCCE53F9BABBA1,reports/scale/g11_targeted_visual_diagnostic/15_CUMCM-2008-A-002/page_A.png,2FC2D6C282D7C856A5ACCECB35EA58EC47D7FDB680E3B7F35BD79ADD5D6685EA,1489,2106,180
15,CUMCM-2008-A-002,14,B,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,71D2F1578C19C361500DAEC8DF01DE19BA5BE94F862199D53FFA13228DB71637,derived/scale/papers/CUMCM-2008-A-002/paper.md,91909AF98ACD1C70122CAFB384AB8E68F927C0A2D3D0A97B3203A72B01315F36,reports/scale/g11_targeted_visual_diagnostic/15_CUMCM-2008-A-002/page_B_formal_excerpt.txt,EC7F838075D69CC3C6BF7A2E20A922A2F2FA3CF1D16A0D3C7711F801505B0502,reports/scale/g11_targeted_visual_diagnostic/15_CUMCM-2008-A-002/page_B.png,D7FE4E68CA7F28A5E8778595CA09F32953AA4956E06E0D7247E3136676736645,1489,2106,180
15,CUMCM-2008-A-002,27,C,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,71D2F1578C19C361500DAEC8DF01DE19BA5BE94F862199D53FFA13228DB71637,derived/scale/papers/CUMCM-2008-A-002/paper.md,91909AF98ACD1C70122CAFB384AB8E68F927C0A2D3D0A97B3203A72B01315F36,reports/scale/g11_targeted_visual_diagnostic/15_CUMCM-2008-A-002/page_C_formal_excerpt.txt,2E816B665B75808036D14D300DF15FCF667E5076D3617315C9E6485D855E13B2,reports/scale/g11_targeted_visual_diagnostic/15_CUMCM-2008-A-002/page_C.png,60D59576D907DA8A72F99B8EEF2E26C9A9CC2025E147CB3ADBA1AB9AF34F4C4B,1489,2106,180
16,CUMCM-2009-A-001,1,A,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：制动器试验台的控制方法分析.pdf,310B218EA9B95B2B8F1596866705FB6415222D00E941765151A7F72372AC0B38,derived/scale/papers/CUMCM-2009-A-001/paper.md,423134DFB9C28BE94131469DE903502B83FA4E46EF32803069457656C5762736,reports/scale/g11_targeted_visual_diagnostic/16_CUMCM-2009-A-001/page_A_formal_excerpt.txt,53BB20FAC1B47A0E1A6A03323C22E0F4BC5ADC2070EE5C6E9BCCCE53F9BABBA1,reports/scale/g11_targeted_visual_diagnostic/16_CUMCM-2009-A-001/page_A.png,CD86B5780DA6D1B2A4363724486432D6DB4D7155909BD973A08BF4C170B0DE78,1489,2105,180
16,CUMCM-2009-A-001,10,B,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：制动器试验台的控制方法分析.pdf,310B218EA9B95B2B8F1596866705FB6415222D00E941765151A7F72372AC0B38,derived/scale/papers/CUMCM-2009-A-001/paper.md,423134DFB9C28BE94131469DE903502B83FA4E46EF32803069457656C5762736,reports/scale/g11_targeted_visual_diagnostic/16_CUMCM-2009-A-001/page_B_formal_excerpt.txt,8144EF3576B1917836139E7CE316AF54A0354AE16AA823C079C7572F692192E6,reports/scale/g11_targeted_visual_diagnostic/16_CUMCM-2009-A-001/page_B.png,47FFF4C210E77B82AEBDE71BAA339A3E3ECB8F75D482FED8015DD148D4803E7D,1489,2105,180
16,CUMCM-2009-A-001,20,C,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：制动器试验台的控制方法分析.pdf,310B218EA9B95B2B8F1596866705FB6415222D00E941765151A7F72372AC0B38,derived/scale/papers/CUMCM-2009-A-001/paper.md,423134DFB9C28BE94131469DE903502B83FA4E46EF32803069457656C5762736,reports/scale/g11_targeted_visual_diagnostic/16_CUMCM-2009-A-001/page_C_formal_excerpt.txt,04099B8D0D2C9A648B1E4D63D8719A9BF0C8F7BAE65224069216C3A587A59317,reports/scale/g11_targeted_visual_diagnostic/16_CUMCM-2009-A-001/page_C.png,14244D805B5D19DF9393A0A14EF0E9F11E981A1E33F57262691E49036288DF22,1489,2105,180
17,CUMCM-2010-A-003,1,A,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：倾斜卧式储油罐油量标定的实用方法.pdf,88C6C782ABD276280B59807B2108D4BECD2C6B25D1F3E861F44B8047635C81C1,derived/scale/papers/CUMCM-2010-A-003/paper.md,528665FD4EB22D20ECA8272AA7A39F94E769443BDB96781AD6FB7BD18781021D,reports/scale/g11_targeted_visual_diagnostic/17_CUMCM-2010-A-003/page_A_formal_excerpt.txt,53BB20FAC1B47A0E1A6A03323C22E0F4BC5ADC2070EE5C6E9BCCCE53F9BABBA1,reports/scale/g11_targeted_visual_diagnostic/17_CUMCM-2010-A-003/page_A.png,DE79D2551601616019342C35BAAECAFB5E95460F893AE595C1EE2D37299C3574,1489,2105,180
17,CUMCM-2010-A-003,11,B,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：倾斜卧式储油罐油量标定的实用方法.pdf,88C6C782ABD276280B59807B2108D4BECD2C6B25D1F3E861F44B8047635C81C1,derived/scale/papers/CUMCM-2010-A-003/paper.md,528665FD4EB22D20ECA8272AA7A39F94E769443BDB96781AD6FB7BD18781021D,reports/scale/g11_targeted_visual_diagnostic/17_CUMCM-2010-A-003/page_B_formal_excerpt.txt,0D614E792E7AC12BF2C6A86EA28BBC9AFF319DF7A9112D4DFC3F1681D04CEE42,reports/scale/g11_targeted_visual_diagnostic/17_CUMCM-2010-A-003/page_B.png,78B68006CDBAA202DBA0CDE8D0A41AAE30711B1E661282FD0DEA2858B7B6ABA3,1489,2105,180
17,CUMCM-2010-A-003,21,C,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：倾斜卧式储油罐油量标定的实用方法.pdf,88C6C782ABD276280B59807B2108D4BECD2C6B25D1F3E861F44B8047635C81C1,derived/scale/papers/CUMCM-2010-A-003/paper.md,528665FD4EB22D20ECA8272AA7A39F94E769443BDB96781AD6FB7BD18781021D,reports/scale/g11_targeted_visual_diagnostic/17_CUMCM-2010-A-003/page_C_formal_excerpt.txt,21A2ECAB46C9D7A920966085774B37700C96CDFF0808697E922F260576E0E4A2,reports/scale/g11_targeted_visual_diagnostic/17_CUMCM-2010-A-003/page_C.png,04BDA6A9ED2A509A5EE79522F6AE1B1B5B5E03BA7894B71F697ECEDFC6D99F44,1489,2105,180
18,CUMCM-2011-A-001,13,A,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（7）.pdf,3D58DB4E99A3E3202142EB77E537132421D37B81F6636360331B0A7D19E17F0E,derived/scale/papers/CUMCM-2011-A-001/paper.md,7CBE95CD215BF4DBF1145D77C8F5E68E78913851E3F43515D25039DD4BDDBC3E,reports/scale/g11_targeted_visual_diagnostic/18_CUMCM-2011-A-001/page_A_formal_excerpt.txt,9F19AB12304697215DB359C5BD5FABA5A9F2C0F4778C5E571ACBC15B0252D456,reports/scale/g11_targeted_visual_diagnostic/18_CUMCM-2011-A-001/page_A.png,9E9DEBC15ACE42A762530A58BAF10683E0209B847CE4EF4F8E0287FEAF8A3906,1489,2106,180
18,CUMCM-2011-A-001,15,B,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（7）.pdf,3D58DB4E99A3E3202142EB77E537132421D37B81F6636360331B0A7D19E17F0E,derived/scale/papers/CUMCM-2011-A-001/paper.md,7CBE95CD215BF4DBF1145D77C8F5E68E78913851E3F43515D25039DD4BDDBC3E,reports/scale/g11_targeted_visual_diagnostic/18_CUMCM-2011-A-001/page_B_formal_excerpt.txt,512D032004C12D84FEEA7CFC449CCAA9525D8EA0D35A6B3982DE15F578FBE13F,reports/scale/g11_targeted_visual_diagnostic/18_CUMCM-2011-A-001/page_B.png,B9C03A356274821E5F9677B127A46E56362C5F1F445C1F4D604CDE33D4B227B4,1489,2106,180
19,CUMCM-2013-A-001,12,A,2013年数学建模国赛真题+优秀论文/2013A：车道被占用对城市道路通行能力的影响 (5)/基于差分方程和元胞自动机的交通阻塞模型.pdf,89F1BC8CE60F82D85A723CDA3435920801F4D7292E2571649256A42F84046132,derived/scale/papers/CUMCM-2013-A-001/paper.md,938F0ACD508FAA30697563EE082CC8EFF2496DBA9834B219CA6519AB720EA181,reports/scale/g11_targeted_visual_diagnostic/19_CUMCM-2013-A-001/page_A_formal_excerpt.txt,60C739808FC0A264BA02C22443E7D1A739253CE3AC49B889DDB6BFDD2CB769AB,reports/scale/g11_targeted_visual_diagnostic/19_CUMCM-2013-A-001/page_A.png,78604E3A1479F579757F67F0C25BF41D5D0B80A4B5F856985AB161F2258D9CD9,1489,2105,180
19,CUMCM-2013-A-001,18,B,2013年数学建模国赛真题+优秀论文/2013A：车道被占用对城市道路通行能力的影响 (5)/基于差分方程和元胞自动机的交通阻塞模型.pdf,89F1BC8CE60F82D85A723CDA3435920801F4D7292E2571649256A42F84046132,derived/scale/papers/CUMCM-2013-A-001/paper.md,938F0ACD508FAA30697563EE082CC8EFF2496DBA9834B219CA6519AB720EA181,reports/scale/g11_targeted_visual_diagnostic/19_CUMCM-2013-A-001/page_B_formal_excerpt.txt,775EDE71DBC8B4D171994788D200399531A2F0C064C1C3680B75AB2D33917EFB,reports/scale/g11_targeted_visual_diagnostic/19_CUMCM-2013-A-001/page_B.png,421106B0F4A80993C50C05C3810288E149679F473C455533F962AF6F6BE1C670,1489,2105,180
19,CUMCM-2013-A-001,45,C,2013年数学建模国赛真题+优秀论文/2013A：车道被占用对城市道路通行能力的影响 (5)/基于差分方程和元胞自动机的交通阻塞模型.pdf,89F1BC8CE60F82D85A723CDA3435920801F4D7292E2571649256A42F84046132,derived/scale/papers/CUMCM-2013-A-001/paper.md,938F0ACD508FAA30697563EE082CC8EFF2496DBA9834B219CA6519AB720EA181,reports/scale/g11_targeted_visual_diagnostic/19_CUMCM-2013-A-001/page_C_formal_excerpt.txt,00D063C274CA396D8EF2232BB8254A4CF5670571038C8B0854F2E66A754D5A8C,reports/scale/g11_targeted_visual_diagnostic/19_CUMCM-2013-A-001/page_C.png,877FD8733008030045452A2A9EF07487F2D09D331E5C2516A6CDD563FC647524,1489,2105,180
20,CUMCM-2014-A-A1501,11,A,2014年数学建模国赛真题+优秀论文/2014优秀论文/2014A：嫦娥三号软着陆轨道设计与控制策略 (5)/A15010142_王子硕_吴鹏飞_陶立.pdf,CA6C94BB50E5B0D982A7D54F154AB68A8E5465BB3858D1274356BFD5381FD2CC,derived/scale/papers/CUMCM-2014-A-A1501/paper.md,4D15A604013AE9D54AAB97D156EBBF597455456A96A2AEA2F9915605BD9AE96F,reports/scale/g11_targeted_visual_diagnostic/20_CUMCM-2014-A-A1501/page_A_formal_excerpt.txt,0D614E792E7AC12BF2C6A86EA28BBC9AFF319DF7A9112D4DFC3F1681D04CEE42,reports/scale/g11_targeted_visual_diagnostic/20_CUMCM-2014-A-A1501/page_A.png,1CB2F113884367093E014D72681E5AE100629492D590CD2E6B148E6EDCEB4204,1488,2105,180
20,CUMCM-2014-A-A1501,32,B,2014年数学建模国赛真题+优秀论文/2014优秀论文/2014A：嫦娥三号软着陆轨道设计与控制策略 (5)/A15010142_王子硕_吴鹏飞_陶立.pdf,CA6C94BB50E5B0D982A7D54F154AB68A8E5465BB3858D1274356BFD5381FD2CC,derived/scale/papers/CUMCM-2014-A-A1501/paper.md,4D15A604013AE9D54AAB97D156EBBF597455456A96A2AEA2F9915605BD9AE96F,reports/scale/g11_targeted_visual_diagnostic/20_CUMCM-2014-A-A1501/page_B_formal_excerpt.txt,B64010A59D559711FF9EE08058E31AFDAB1B8BE7A17B601ABCCA77FA8CAD7CCE,reports/scale/g11_targeted_visual_diagnostic/20_CUMCM-2014-A-A1501/page_B.png,83DBDC0CA285A74F53B73EC355E7749F975F8FF9496088DB47D5A57B8B81E3F7,1488,2105,180
