duplicate_group,file_count,paths,sha256,size_bytes
duplicate_971dbc558b9e81cf,2,"[""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w3_1.m"", ""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w3_1.m""]",78cf96a58aa4a7b59a654395f33609b0b26f2d30b5ab911da881e066b6321029,1642
duplicate_1ecffecf51119a01,2,"[""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w3_2.jpg"", ""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w3_2.jpg""]",c32a0bf31cb82a1227c99cee23cd862d16b4bfc8fce3931b7ac936b4cb9998a0,247251
duplicate_25fb2d30764d5d46,2,"[""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w3_2.m"", ""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w3_2.m""]",016e4b70694c2ad90e20d2d39734cc444ec59c7799cbb3b13f3a2c9cd2ced84e,1614
duplicate_3010c4a07c4f282a,2,"[""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w3_3.jpg"", ""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w3_3.jpg""]",a1dcda4df3e4bdd254d1dabe09e1962744e055b551d41549eb7244ab93e09129,193507
duplicate_9241d8e4f1b3bf8b,2,"[""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w3_3.m"", ""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w3_3.m""]",ba344f0f491a5baaa68487228add27ab82d90c4c3ccfa7a1f44d60d5d46f9e23,868
duplicate_1e01673671509f15,2,"[""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/w3_4.jpg"", ""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/w3_4.jpg""]",ea71886f74fb6506e5c9a833a9e3cee9693326bade862edf642214d69dfe9402,170433
duplicate_cb8e6ff264318515,2,"[""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/B16046004_程双泽_李君昌_陈凌勤/附录.doc"", ""2014年数学建模国赛真题+优秀论文/2014优秀论文/2014B：创意平板折叠桌 (3)/附录.doc""]",031c47af6f1c36dd7c5876644d229271d9d60165602583e17f38d1ec746b3a92,76800
duplicate_490d4e589a39029f,2,"[""2021年数学建模国赛真题+优秀论文/2021年国赛赛题/2021年国赛D题附件 (1).xlsx"", ""2021年数学建模国赛真题+优秀论文/2021年国赛赛题/附件1.xlsx""]",37bbb3b3e64c874526eb7400eeef7db836cead5d023462969136952a97eef7cb,9195442
duplicate_d703842430df8081,2,"[""2021年数学建模国赛真题+优秀论文/2021年国赛赛题/2021年国赛D题附件 (2).xlsx"", ""2021年数学建模国赛真题+优秀论文/2021年国赛赛题/附件2.xlsx""]",625368a59d051a2023d93a3776e6467edfa6a8a0a4339908afdf95739224612e,15610996
duplicate_4269c30a56f9f90f,2,"[""2021年数学建模国赛真题+优秀论文/2021年国赛赛题/2021年国赛D题附件 (3).xlsx"", ""2021年数学建模国赛真题+优秀论文/2021年国赛赛题/附件3.xlsx""]",3d5c6a1cbbc679a63ba22c8971376e2e6b2275c533a16c4ae353725efd013ada,13464909
duplicate_79945362694147c5,2,"[""2021年数学建模国赛真题+优秀论文/2021年国赛赛题/2021年国赛D题附件 (4).xlsx"", ""2021年数学建模国赛真题+优秀论文/2021年国赛赛题/附件4.xlsx""]",8a4cb22f72fddec5492877186ee8f9ebacf3674f1a69f280ce941e570cee4731,13314618
duplicate_c4930931c1dc1b95,2,"[""2023年数学建模国赛真题+优秀论文/2023赛题/A题/result2.xlsx"", ""2023年数学建模国赛真题+优秀论文/2023赛题/A题/result3.xlsx""]",4f9fbd0cc4e817063616e8202aab25f02cd68a9b4409fe77b13a9f8f0306caa1,9113
duplicate_58e791defb007d1c,4,"[""2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result1-1.xlsx"", ""2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result1-2.xlsx"", ""2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result3-1.xlsx"", ""2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result3-2.xlsx""]",cfa9bd89ca6c3c5976470a658af577e2c0ac0da98b488fb8e0fe2fae9f44d6bc,35128
duplicate_af19c9cb851dc922,2,"[""2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件1/运动者1的跳远视频.mp4"", ""2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整后/运动者3调整后第1次的跳远视频.mp4""]",1774973b2936907030051230a9a0a76fb3b1c1fd411cf20edad26bd51668f9f0,1735906
